slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,mega_size_frac,mega_size_vox,scorable,mass_context
z5376,tile_y1792_x3136,5420,2039,3256,44,247,120,38,125,75,4.86,0.705,1,0.0362,32413,1,0.7765628023998452
z5376,tile_y1792_x448,5535,1979,909,159,187,461,614,695,617,4.67,0.402,1,0.2019,255855,1,1.015570054185558
z5376,tile_y1792_x896,5587,1959,984,211,167,88,558,1548,1277,7.6,0.287,1,0.0742,93974,1,0.6998139556249713
z5376,tile_y2240_x448,5539,2313,711,163,73,263,534,592,567,5.33,0.209,1,0.0579,287896,1,1.2641761624453205
z5600,tile_y1792_x448,5766,2131,810,166,339,362,587,211,551,4.5,0.292,1,0.1962,1001870,1,0.978443603640454
z5600,tile_y1792_x896,5743,1856,956,143,64,60,386,250,305,4.8,0.523,1,0.039,47062,1,0.8593356753355704
z5600,tile_y2240_x1792,5651,2453,2069,51,213,277,641,61,494,3.2,0.742,1,0.0414,359336,1,0.7670090538465612
z5600,tile_y2240_x1792,5819,2575,2073,219,335,281,1419,1416,263,3.8,0.572,1,0.0373,57000,1,0.806525128943265
z5600,tile_y2240_x448,5767,2381,764,167,141,316,759,708,304,4.5,0.286,1,0.1962,1001870,1,0.9376994833271615
z5824,tile_y1792_x896,6017,2191,932,193,399,36,1076,1087,1154,5.2,0.449,1,0.5304,2570930,1,0.9553276192133658
z5824,tile_y2240_x1792,5919,2621,2234,95,381,442,54,69,122,3.2,0.759,1,0.1127,184478,1,0.6899339759206299
z5824,tile_y2240_x1792,5924,2643,2226,100,403,434,86,101,105,9.4,0.637,1,0.0531,86999,1,0.7413363121525433
z5824,tile_y2240_x2688,6046,2314,2883,222,74,195,596,634,591,4.57,0.408,1,0.0876,647042,1,1.4381847245506647
z5824,tile_y2240_x448,5885,2329,727,61,89,279,418,403,430,5.29,0.228,1,0.1962,1001870,1,0.9008087079835959
z5824,tile_y2240_x448,6030,2353,829,206,113,381,744,782,774,4.29,0.291,1,0.5304,2570930,1,1.027698205862715
z5824,tile_y2240_x896,6000,2337,1304,176,97,408,172,82,162,5.2,0.34,1,0.054,356117,1,0.789920954338825
z6048,tile_y1344_x1792,6148,1708,1833,100,364,41,502,487,164,4.43,0.168,1,0.0726,545243,1,0.8108114015913264
z6048,tile_y1344_x1792,6154,1752,2091,106,408,299,673,596,531,4.43,0.389,1,0.1282,803451,1,1.5172019765287215
z6048,tile_y1344_x1792,6167,1763,2007,119,419,215,673,637,519,5.43,0.425,1,0.0726,545243,1,1.0424067850856138
z6048,tile_y1344_x1792,6170,1747,1830,122,403,38,590,189,638,4.57,0.351,1,0.0726,545243,1,0.8201723038884274
z6048,tile_y1344_x2688,6243,1821,2833,195,477,145,362,148,363,3.5,0.143,1,0.1489,697941,1,1.0423212798345636
z6048,tile_y2240_x1792,6230,2696,2099,182,456,307,98,70,89,3.4,0.471,1,0.0618,126548,1,1.1385542168674698
z6048,tile_y2240_x448,6112,2322,865,64,82,417,503,419,516,2.91,0.479,1,0.5304,2570930,1,1.161263261144524
z6272,tile_y1344_x896,6385,1788,1350,113,444,454,472,487,516,5.71,0.62,1,0.2924,1856715,1,0.718446175985399
z6272,tile_y1792_x1344,6463,2176,1523,191,384,179,1175,1550,1176,3.2,0.449,1,0.0466,351542,1,0.6238999774354346
z6272,tile_y1792_x3136,6319,2041,3256,47,249,120,177,120,136,6.0,0.444,1,0.0577,45417,1,1.0606526528364237
z6272,tile_y1792_x448,6394,2240,854,122,448,406,507,375,364,3.91,0.444,1,0.3587,1510172,1,1.2846424270043293
z6272,tile_y1792_x448,6487,2192,905,215,400,457,507,493,398,2.91,0.474,1,0.3939,1604732,1,1.0096065768984153
z6272,tile_y1792_x896,6358,1944,1264,86,152,368,1070,1137,1004,5.4,0.431,1,0.2924,1856715,1,1.0158900258112094
z6272,tile_y2240_x1792,6349,2615,2119,77,375,327,283,654,70,2.6,0.267,1,0.0859,182731,1,0.7786715800826892
z6272,tile_y2240_x1792,6362,2698,2151,90,458,359,14,927,858,5.4,0.957,1,0.0354,75171,1,0.8353676601291699
z6496,tile_y1344_x1344,6710,1714,1570,214,370,226,59,72,57,3.6,0.583,1,0.0486,345775,1,0.6571972131526853
z6496,tile_y1344_x1344,6714,1794,1803,218,450,459,834,822,804,3.8,0.519,1,0.0422,300166,1,0.6430292399915191
z6496,tile_y1344_x896,6529,1806,1346,33,462,450,3,41,22,4.17,1.0,1,0.0344,151528,1,0.7062752535664221
z6496,tile_y1344_x896,6678,1822,1242,182,478,346,276,62,300,4.33,0.144,1,0.0855,452321,1,1.0113013255040801
z6496,tile_y1792_x1792,6646,2172,1835,150,380,43,101,1010,109,2.2,0.382,1,0.0553,459338,1,0.6581533640749907
z6496,tile_y1792_x448,6546,2162,877,50,370,429,535,259,46,3.22,0.103,1,0.0782,306096,1,1.0734665213198609
z6496,tile_y1792_x896,6628,1891,1135,132,99,239,1178,1028,1156,5.2,0.374,1,0.0633,279164,1,1.2604240551220995
z6496,tile_y1792_x896,6673,1898,1134,177,106,238,1278,1594,1178,6.4,0.429,1,0.0942,497901,1,1.0526881938665746
z6496,tile_y2240_x1344,6586,2454,1608,90,214,264,468,2,1070,3.8,0.477,1,0.0379,314780,1,0.6340887281316897
z6496,tile_y2240_x448,6663,2282,818,167,42,370,467,470,441,4.43,0.149,1,0.2507,907597,1,1.0494388688386809
z672,tile_y1792_x0,843,2047,478,171,255,478,118,115,123,3.43,0.333,1,0.6144,25361,1,1.514089400138964
z672,tile_y1792_x1792,718,2240,2197,46,448,405,670,57,665,2.0,0.515,2,0.4097,1115023,1,0.9144449904785307
z672,tile_y1792_x1792,722,2266,2175,50,474,383,626,694,64,4.33,0.193,2,0.4097,1115023,1,1.0506915629322269
z672,tile_y1792_x1792,735,2242,2171,63,450,379,670,626,764,4.33,0.284,2,0.4097,1115023,1,1.00160927238563
z672,tile_y1792_x1792,736,2169,2087,64,377,295,653,672,795,3.17,0.335,2,0.0468,127457,1,0.935608910778211
z672,tile_y1792_x1792,754,2131,2093,82,339,301,795,721,704,2.0,0.398,2,0.0468,127457,1,1.2271355416470822
z672,tile_y1792_x1792,793,2105,2101,121,313,309,795,743,158,1.67,0.4,2,0.0685,419139,1,0.9578180212014135
z672,tile_y1792_x1792,800,2050,2140,128,258,348,826,780,877,4.33,0.658,2,0.0685,419139,1,1.1947246421111621
z672,tile_y1792_x1792,801,2097,2207,129,305,415,800,237,891,2.0,0.207,2,0.0685,419139,1,0.9547860293241149
z672,tile_y1792_x1792,815,2018,2216,143,226,424,800,908,980,3.67,0.636,2,0.3758,385739,1,1.2571362229102168
z672,tile_y1792_x1792,815,2054,2271,143,262,479,857,257,861,2.17,0.147,2,0.0685,419139,1,0.916359464824315
z672,tile_y1792_x1792,817,2047,2101,145,255,309,231,274,204,2.33,0.297,2,0.0334,34239,1,0.7528354328237773
z672,tile_y1792_x1792,821,2016,2005,149,224,213,230,262,998,4.33,0.176,2,0.0607,104857,1,0.9285043026405498
z672,tile_y1792_x1792,852,2001,2014,180,209,222,230,304,1181,2.67,0.189,2,0.0607,104857,1,0.9386141099673613
z672,tile_y1792_x1792,872,1833,1941,200,41,149,1082,448,1132,2.67,0.689,2,0.2061,356164,1,0.9422139049563344
z672,tile_y1792_x1792,874,2220,1872,202,428,80,67,571,525,4.83,0.317,1,0.0376,277633,1,0.655604795066065
z672,tile_y1792_x1792,875,1961,2005,203,169,213,1181,230,1124,3.17,0.211,2,0.2061,356164,1,1.0234577907126674
z672,tile_y1792_x1792,882,2046,1852,210,254,60,259,279,267,2.17,0.583,2,0.0388,66991,1,0.6834168082430554
z672,tile_y1792_x2240,847,2092,2329,175,300,89,403,745,432,2.75,0.488,1,0.3013,1844212,1,0.9876036807811678
z672,tile_y2240_x1792,709,2367,2194,37,127,402,648,678,638,2.0,0.305,2,0.4097,1115023,1,1.0069496982599364
z672,tile_y2240_x1792,724,2515,2140,52,275,348,152,181,177,3.2,0.369,2,0.042,114201,1,0.8756534808747931
z672,tile_y2240_x1792,728,2350,2165,56,110,373,676,200,584,2.0,0.562,2,0.4097,1115023,1,0.7642730496453901
z672,tile_y2240_x1792,753,2546,2124,81,306,332,152,281,177,3.0,0.502,2,0.042,114201,1,0.7693202979515829
z672,tile_y2240_x1792,764,2510,1833,92,270,41,208,334,101,2.6,0.701,2,0.0374,236062,1,0.6764494535002459
z672,tile_y2240_x1792,767,2320,2095,95,80,303,768,239,230,2.0,0.397,2,0.4097,1115023,1,0.591039963146378
z672,tile_y2240_x1792,789,2468,1999,117,228,207,101,311,286,2.6,0.313,2,0.0302,223032,1,0.6727267649687221
z672,tile_y2240_x1792,820,2574,2052,148,334,260,363,318,383,1.8,0.606,2,0.0578,27084,1,0.6938345063386692
z672,tile_y2240_x1792,834,2393,2265,162,153,473,1231,993,367,4.2,0.249,2,0.0548,335242,1,1.050750544033397
z672,tile_y2240_x1792,834,2490,2216,162,250,424,1231,385,972,3.0,0.276,2,0.0548,335242,1,0.8919788664745437
z672,tile_y2240_x1792,844,2611,1863,172,371,71,464,987,515,2.4,0.784,2,0.0342,50946,1,0.6456400152535909
z672,tile_y2240_x1792,857,2578,2162,185,338,370,1071,431,1092,1.8,0.225,2,0.4901,229712,1,0.7469691044192412
z672,tile_y2240_x1792,864,2597,2105,192,357,313,383,452,453,2.6,0.499,2,0.0798,37381,1,0.7925172329720505
z672,tile_y2240_x1792,869,2580,2136,197,340,344,1149,1118,1071,1.8,0.215,2,0.4901,229712,1,0.7481981197771588
z6720,tile_y1344_x896,6935,1752,1243,215,408,347,427,453,525,4.71,0.53,1,0.4566,3093582,1,1.0733488282006585
z6720,tile_y1792_x1792,6900,2043,2180,180,251,388,268,383,254,4.8,0.835,1,0.0314,178499,1,0.7208066315259947
z6720,tile_y1792_x3136,6806,2075,3169,86,283,33,43,229,238,3.83,1.0,1,0.0536,56538,1,0.5591055301249536
z6720,tile_y1792_x448,6861,2086,897,141,294,449,483,359,88,2.22,0.147,2,0.0414,138467,1,0.8745994065281899
z6720,tile_y1792_x448,6923,2113,873,203,321,425,445,512,483,2.67,0.552,2,0.2869,947734,1,0.9435422817775759
z6720,tile_y1792_x896,6791,2048,1245,71,256,349,1188,1098,1011,2.0,0.395,2,0.0929,852921,1,0.6819328870257982
z6720,tile_y1792_x896,6807,2115,1202,87,323,306,1188,1242,1059,6.0,0.205,2,0.0929,852921,1,1.0670403189200923
z6720,tile_y1792_x896,6808,2167,1147,88,375,251,1188,1076,1253,2.14,0.242,2,0.0929,852921,1,0.9485265354022688
z6720,tile_y1792_x896,6847,2268,939,127,476,43,1778,312,1499,2.29,0.586,2,0.3637,1215203,1,0.9825748178012095
z6720,tile_y1792_x896,6848,2260,953,128,468,57,1778,1345,1499,4.29,0.455,1,0.3637,1215203,1,0.999368329750726
z6720,tile_y1792_x896,6893,1999,1186,173,207,290,2114,1648,1855,2.86,0.468,2,0.0525,323401,1,1.1582890121081815
z6720,tile_y1792_x896,6902,1993,1351,182,201,455,1646,1866,2021,5.14,0.349,2,0.0336,207089,1,1.028886605533045
z6720,tile_y1792_x896,6904,2125,988,184,333,92,1811,606,2560,3.0,0.233,2,0.0343,114605,1,0.9685011634609226
z6720,tile_y1792_x896,6918,2008,1099,198,216,203,1910,1840,2009,4.0,0.218,2,0.4566,3093582,1,0.9662338920647224
z6720,tile_y1792_x896,6920,2039,940,200,247,44,2560,1857,552,3.43,0.172,2,0.5504,262014,1,0.8764814943166066
z6720,tile_y1792_x896,6922,1897,1067,202,105,171,2043,655,2220,2.0,0.356,2,0.4566,3093582,1,0.9659662858512423
z6720,tile_y2240_x1792,6841,2697,2117,121,457,325,34,334,332,4.0,0.692,1,0.0629,155101,1,1.0542824155062627
z6720,tile_y2240_x448,6858,2333,875,138,93,427,406,387,372,5.43,0.261,1,0.3637,1215203,1,1.1500343757161609
z6944,tile_y1344_x1344,7105,1664,1439,161,320,95,1293,1048,1198,4.14,0.198,1,0.0645,465642,1,1.1501324125038945
z6944,tile_y1344_x2688,7149,1793,2868,205,449,180,228,146,288,5.17,0.21,1,0.0641,308039,1,1.0466749819470886
z6944,tile_y1344_x896,6984,1811,1164,40,467,268,388,408,373,2.75,0.438,2,0.4566,3093582,1,1.207561128990493
z6944,tile_y1344_x896,7016,1819,1231,72,475,335,423,713,506,1.62,0.447,2,0.4566,3093582,1,0.9817051922406783
z6944,tile_y1344_x896,7032,1805,1288,88,461,392,436,485,467,3.38,0.524,2,0.4566,3093582,1,1.025696316262354
z6944,tile_y1344_x896,7062,1770,1208,118,426,312,713,550,496,3.5,0.537,2,0.4025,2907306,1,1.062848669611564
z6944,tile_y1344_x896,7071,1793,1099,127,449,203,713,567,535,3.75,0.457,2,0.4025,2907306,1,0.9855175429008635
z6944,tile_y1344_x896,7081,1749,1162,137,405,266,713,569,540,5.14,0.267,1,0.4025,2907306,1,1.1458934245905648
z6944,tile_y1344_x896,7092,1773,1198,148,429,302,627,657,626,2.38,0.437,2,0.4025,2907306,1,1.0353157196776497
z6944,tile_y1344_x896,7093,1804,1236,149,460,340,648,221,636,1.62,0.363,2,0.4025,2907306,1,0.76189090471221
z6944,tile_y1344_x896,7094,1745,1126,150,401,230,540,217,713,2.38,0.749,2,0.4025,2907306,1,0.8092053407218095
z6944,tile_y1344_x896,7097,1759,1186,153,415,290,641,623,570,3.75,0.656,2,0.4025,2907306,1,1.0550875522622842
z6944,tile_y1344_x896,7098,1715,1182,154,371,286,610,216,639,1.62,0.485,2,0.4025,2907306,1,0.8910514888337469
z6944,tile_y1344_x896,7098,1790,1370,154,446,474,580,590,615,1.62,0.29,2,0.4025,2907306,1,0.8142654811550869
z6944,tile_y1344_x896,7121,1816,1198,177,472,302,683,700,656,2.38,0.347,2,0.4025,2907306,1,0.6836331966309477
z6944,tile_y1792_x2688,7164,2209,3116,220,417,428,688,708,811,5.2,0.259,1,0.0681,90212,1,0.9334540794953303
z6944,tile_y1792_x3136,7150,2070,3319,206,278,183,396,414,365,4.83,0.419,1,0.1406,186174,1,0.8772451334537428
z6944,tile_y1792_x896,7088,2062,1011,144,270,115,2072,2094,2082,4.0,0.373,1,0.4312,2019147,1,1.1573991507430998
z6944,tile_y2240_x1792,7145,2519,2160,201,279,368,1090,1502,1431,6.6,0.658,1,0.0377,313045,1,0.6816843130096142
z6944,tile_y2240_x1792,7159,2551,2112,215,311,320,1451,1530,1431,3.2,0.32,1,0.0377,313045,1,0.7446176359725949
z7168,tile_y1792_x1344,7227,1991,1790,59,199,446,26,198,307,1.83,0.292,2,0.0461,374883,1,0.6799660076160151
z7168,tile_y1792_x1344,7315,2225,1681,147,433,337,1053,590,584,2.17,0.326,2,0.0607,563359,1,0.813875160490353
z7168,tile_y1792_x1344,7339,2213,1550,171,421,206,1128,1168,1082,2.67,0.524,2,0.0607,563359,1,0.8645055565202292
z7168,tile_y1792_x1344,7351,2263,1672,183,471,328,1129,1079,1084,2.17,0.444,2,0.0607,563359,1,0.9601251766606097
z7168,tile_y1792_x1344,7378,2260,1750,210,468,406,1126,847,688,1.83,0.341,2,0.0607,563359,1,0.8839060031595577
z7168,tile_y1792_x3136,7220,1902,3191,52,110,55,325,258,517,4.2,0.737,1,0.0318,86442,1,0.7475616628375742
z7168,tile_y1792_x3136,7366,2008,3435,198,216,299,624,177,663,3.8,0.181,1,0.1504,444468,1,0.9467112277536291
z7168,tile_y1792_x896,7223,2063,1080,55,271,184,885,948,1020,6.0,0.409,1,0.0732,636247,1,1.031974480968858
z7168,tile_y2240_x1344,7316,2420,1472,148,180,128,947,1045,903,3.29,0.445,2,0.1808,1436525,1,0.9442184958077837
z7168,tile_y2240_x1344,7323,2377,1718,155,137,374,695,521,512,2.0,0.453,2,0.032,297478,1,0.7661866234100215
z7168,tile_y2240_x1344,7350,2423,1541,182,183,197,1040,1240,607,3.86,0.206,2,0.0398,369610,1,1.0330604107388266
z7168,tile_y2240_x1344,7353,2422,1415,185,182,71,915,1033,1070,4.0,0.724,2,0.1808,1436525,1,1.0968088467614534
z7168,tile_y2240_x1344,7364,2291,1492,196,51,148,1100,1024,1048,2.43,0.627,2,0.1808,1436525,1,0.9267963386727689
z7168,tile_y2240_x1344,7374,2339,1697,206,99,353,695,573,767,3.29,0.162,2,0.032,297478,1,0.84493074338169
z7168,tile_y2240_x1344,7377,2306,1609,209,66,265,695,174,688,2.0,0.727,2,0.032,297478,1,0.90856117339478
z7168,tile_y2240_x448,7244,2594,852,76,354,404,512,447,458,6.5,0.584,1,0.217,158783,1,1.1931202518236024
z7392,tile_y1344_x1344,7576,1716,1493,184,372,149,146,770,682,5.2,0.324,1,0.0329,235664,1,0.730585607288336
z7392,tile_y1792_x1344,7563,2164,1732,171,372,388,370,57,400,5.2,0.306,1,0.0565,402619,1,0.7277288301517376
z7392,tile_y1792_x1792,7475,1943,2167,83,151,375,1012,1007,232,4.2,0.318,1,0.1318,1008504,1,0.8984593262119968
z7392,tile_y1792_x2688,7607,2124,3065,215,332,377,297,605,516,5.6,0.652,1,0.047,228398,1,0.7873293656939313
z7392,tile_y1792_x3136,7473,1849,3207,81,57,71,47,90,410,5.4,0.807,1,0.0519,157653,1,0.5808590208522212
z7392,tile_y1792_x3136,7510,1949,3380,118,157,244,429,504,452,5.2,0.372,1,0.2487,755888,1,1.1188110309632464
z7392,tile_y1792_x3136,7521,1956,3362,129,164,226,452,429,481,4.2,0.222,1,0.2487,755888,1,1.028596961572833
z7392,tile_y1792_x448,7443,2213,882,51,421,434,179,237,337,3.4,0.792,1,0.0431,184561,1,0.8957878577082684
z7616,tile_y1344_x3136,7755,1794,3199,139,450,63,147,186,187,5.0,0.494,1,0.0717,238311,1,0.9188319657760011
z7616,tile_y1344_x3136,7765,1811,3175,149,467,39,164,195,172,4.33,0.458,1,0.0717,238311,1,0.7970342106404197
z7616,tile_y2240_x1792,7649,2273,2006,33,33,214,16,21,26,4.8,0.569,1,0.0693,493881,1,0.7759768729106155
z7616,tile_y2240_x1792,7835,2416,2011,219,176,219,945,938,851,6.6,0.45,1,0.0648,426160,1,1.0979190784086739
z7616,tile_y2240_x2240,7789,2401,2456,173,161,216,53,50,49,3.0,0.216,1,0.031,228636,1,0.6638031415603242
z7616,tile_y2240_x2240,7800,2321,2710,184,81,470,810,736,761,5.2,0.709,1,0.0824,394916,1,0.9185044760400211
z7840,tile_y1792_x896,7894,2162,1203,54,370,307,71,278,268,2.14,0.24,2,0.0875,526480,1,0.8299290942360475
z7840,tile_y1792_x896,7904,2097,1297,64,305,401,560,299,234,3.14,0.163,2,0.0448,269740,1,0.7369261440200838
z7840,tile_y1792_x896,7958,2096,1291,118,304,395,1603,1620,792,4.0,0.114,2,0.2852,1507457,1,0.9462633451957295
z7840,tile_y1792_x896,7963,2205,1338,123,413,442,274,975,791,3.86,0.191,2,0.0751,396717,1,0.9258316722466279
z7840,tile_y1792_x896,8000,2201,1144,160,409,248,1823,1714,1764,2.43,0.173,2,0.2852,1507457,1,1.0293682931767565
z7840,tile_y1792_x896,8001,2206,1193,161,414,297,1874,1843,1788,2.71,0.346,2,0.2852,1507457,1,0.9410080077111292
z7840,tile_y1792_x896,8013,2113,1105,173,321,209,1964,1884,1726,3.71,0.291,2,0.2852,1507457,1,1.0973822399874598
z7840,tile_y1792_x896,8014,2120,1150,174,328,254,1964,1928,967,2.14,0.5,2,0.2852,1507457,1,0.8849000190843741
z7840,tile_y1792_x896,8021,2087,1222,181,295,326,1933,1007,1931,2.43,0.413,2,0.2852,1507457,1,1.0191800790766405
z7840,tile_y1792_x896,8026,2088,1276,186,296,380,1986,1901,2025,4.43,0.46,2,0.2852,1507457,1,0.9685770800470718
z7840,tile_y1792_x896,8031,2077,931,191,285,35,1892,2003,1900,2.86,0.57,2,0.2863,1688717,1,0.9232604421426174
z7840,tile_y2240_x1344,7971,2297,1691,131,57,347,200,188,215,5.83,0.864,1,0.0443,293719,1,0.7327762553552819
z7840,tile_y2240_x1792,7935,2374,2248,95,134,456,720,844,728,4.29,0.352,1,0.168,1213851,1,1.2249785745720705
z7840,tile_y2240_x448,7873,2384,712,33,144,264,704,29,551,2.71,0.482,2,0.1037,674324,1,0.9780317219941816
z7840,tile_y2240_x448,7873,2393,865,33,153,417,547,112,122,2.71,0.481,2,0.2927,1903243,1,0.7135898076442668
z7840,tile_y2240_x448,7886,2378,665,46,138,217,563,532,575,2.0,0.559,2,0.1037,674324,1,0.8200450681143091
z7840,tile_y2240_x448,7888,2309,597,48,69,149,429,588,556,2.57,0.588,2,0.1037,674324,1,1.6017092541436464
z7840,tile_y2240_x448,7894,2406,672,54,166,224,704,575,545,4.29,0.33,1,0.1037,674324,1,0.9673479937108272
z7840,tile_y2240_x448,7903,2354,871,63,114,423,704,151,168,2.14,0.214,2,0.2927,1903243,1,0.8633460907599781
z7840,tile_y2240_x448,7912,2363,828,72,123,380,704,655,598,2.14,0.393,2,0.2927,1903243,1,0.8984433789856163
z7840,tile_y2240_x448,7917,2369,895,77,129,447,704,623,661,1.86,0.427,2,0.2927,1903243,1,0.9121032980709396
z7840,tile_y2240_x448,7946,2310,806,106,70,358,769,862,715,1.71,0.77,2,0.2863,1688717,1,0.9537446738774172
z7840,tile_y2240_x448,7947,2400,657,107,160,209,712,770,696,2.29,0.61,2,0.083,489566,1,0.9193958531269212
z7840,tile_y2240_x448,7949,2338,831,109,98,383,753,219,209,3.0,0.372,2,0.2863,1688717,1,0.9112829541149466
z7840,tile_y2240_x448,7969,2309,752,129,69,304,801,851,228,3.43,0.142,2,0.2863,1688717,1,0.8727333436071301
z7840,tile_y2240_x448,7972,2294,828,132,54,380,821,814,862,3.0,0.47,2,0.2863,1688717,1,1.0316754986384045
z7840,tile_y2240_x448,7977,2365,662,137,125,214,976,866,712,2.14,0.326,2,0.083,489566,1,0.7907288682762698
z7840,tile_y2240_x448,7979,2318,838,139,78,390,862,972,804,1.86,0.273,2,0.2863,1688717,1,0.9946348647718144
z7840,tile_y2240_x448,8039,2360,619,199,120,171,1030,1032,1004,2.71,0.457,2,0.083,489566,1,0.946887103103513
z8064,tile_y1344_x1792,8170,1473,2123,106,129,331,1549,1537,1536,4.67,0.787,1,0.1203,132470,1,1.0488558036945135
z8064,tile_y1792_x2240,8135,1863,2675,71,71,435,936,939,955,5.2,0.604,1,0.1649,1549811,1,1.2369865741267494
z8288,tile_y1792_x2688,8389,1930,2998,101,138,310,1043,1001,999,4.0,0.204,1,0.0833,722094,1,0.9417724413950829
z8288,tile_y2240_x0,8451,2318,479,163,78,479,19,21,16,1.86,0.28,1,0.0426,7198,1,0.7830291473712885
z8288,tile_y2240_x1792,8336,2282,1978,48,42,186,223,185,250,3.83,0.542,1,0.0422,186894,1,1.0998937713752721
z8288,tile_y2240_x448,8448,2292,511,160,52,63,436,391,400,4.33,0.304,1,0.0387,6546,1,1.0291447076004825
z8512,tile_y1792_x1792,8546,2112,1851,34,320,59,254,172,1938,5.25,0.53,1,0.037,167253,1,0.7829012333727031
z8512,tile_y1792_x1792,8677,2249,1852,165,457,60,2875,3015,2660,3.88,0.471,1,0.1444,691179,1,0.9307223274301293
z8512,tile_y1792_x3136,8679,1825,3221,167,33,85,184,159,181,3.71,0.364,1,0.2124,429969,1,1.115658241269624
z8512,tile_y1792_x448,8615,1982,608,103,190,160,1586,1571,1502,2.89,0.896,2,0.2501,1220560,1,1.09977635705083
z8512,tile_y1792_x448,8622,2005,655,110,213,207,1640,1543,1611,1.89,0.335,2,0.2501,1220560,1,1.1302672252501424
z8512,tile_y1792_x448,8673,1847,781,161,55,333,2157,659,1854,1.78,0.26,2,0.2501,1220560,1,0.9622085771850715
z8512,tile_y1792_x448,8673,1856,796,161,64,348,1796,2157,818,2.11,0.345,2,0.2501,1220560,1,0.9377696859353664
z8512,tile_y1792_x448,8719,1920,873,207,128,425,2014,1964,1024,2.11,0.415,2,0.0638,421034,1,0.9387405653144327
z8512,tile_y1792_x896,8557,2186,979,45,394,83,39,1067,40,5.33,0.371,1,0.0348,208925,1,0.7961023097423748
z8512,tile_y2240_x1344,8566,2298,1622,54,58,278,163,144,202,5.4,0.519,1,0.0637,288033,1,0.9466791112181611
z8512,tile_y2240_x1344,8596,2282,1704,84,42,360,202,220,207,6.8,0.365,1,0.0756,361728,1,0.9459672911958397
z8736,tile_y1344_x1344,8776,1528,1781,40,184,437,1717,1435,1324,4.83,0.634,1,0.6694,1216588,1,1.1538560264674007
z8736,tile_y1344_x2240,8913,1565,2697,177,221,457,2152,1965,2004,3.88,0.297,1,0.2545,2203861,1,1.390505505664329
z8736,tile_y1344_x3136,8901,1766,3210,165,422,74,77,74,92,6.0,0.285,1,0.0721,106320,1,0.7385352112676057
z8736,tile_y1344_x448,8940,1796,923,204,452,475,717,682,732,4.0,0.547,1,0.0437,273234,1,0.8578735655654021
z8736,tile_y1792_x2240,8842,2117,2445,106,325,205,540,386,156,1.67,0.907,2,0.0402,129978,1,0.6568470913832561
z8736,tile_y1792_x2240,8845,1858,2599,109,66,359,448,364,297,3.33,0.348,2,0.2545,2203861,1,0.8780303454453838
z8736,tile_y1792_x2240,8902,1836,2606,166,44,366,448,577,515,5.4,0.157,1,0.2545,2203861,1,0.8920322358502857
z8736,tile_y1792_x2240,8919,2079,2476,183,287,236,540,455,557,2.0,0.247,2,0.0402,129978,1,0.6419294430349161
z8736,tile_y1792_x2240,8923,2097,2321,187,305,81,541,587,635,2.5,0.929,2,0.0842,272025,1,0.6768732674524409
z8736,tile_y1792_x448,8770,1862,891,34,70,443,17,213,130,3.57,0.183,2,0.0638,421034,1,0.8399278579356271
z8736,tile_y1792_x448,8788,2218,627,52,426,179,1648,1007,1011,4.0,0.288,2,0.1424,1102318,1,0.9364030355344555
z8736,tile_y1792_x448,8794,2147,551,58,355,103,1648,344,1046,2.71,0.5,2,0.1424,1102318,1,0.9451390971805639
z8736,tile_y1792_x448,8812,2179,571,76,387,123,1648,1117,1100,3.71,0.398,2,0.1424,1102318,1,1.0595251181708256
z8736,tile_y1792_x448,8942,2027,846,206,235,398,1562,1457,1662,3.29,0.351,2,0.1662,1040272,1,0.9328313253012048
z8736,tile_y1792_x896,8826,2197,1365,90,405,469,1277,1332,1339,4.29,0.469,1,0.1176,359339,1,1.173473962892585
z8736,tile_y2240_x448,8792,2299,502,56,59,54,492,471,459,5.6,0.295,1,0.1097,50070,1,1.2702180862849366
z8736,tile_y2240_x896,8890,2310,1120,154,70,224,352,342,350,4.0,0.601,1,0.5946,2966044,1,1.3396831712715427
z896,tile_y1344_x1344,1057,1762,1585,161,418,241,1092,1174,1055,2.25,0.362,2,0.0784,743639,1,1.0407416664773115
z896,tile_y1344_x1344,1057,1765,1683,161,421,339,1103,1180,400,1.88,0.142,2,0.0784,743639,1,1.0330971331620051
z896,tile_y1344_x1344,1063,1806,1570,167,462,226,1017,1056,1132,2.62,0.541,2,0.0784,743639,1,1.1317875858330322
z896,tile_y1344_x1344,1069,1803,1629,173,459,285,1079,1263,1103,3.75,0.43,2,0.0784,743639,1,0.9783136710617627
z896,tile_y1344_x1344,1073,1473,1617,177,129,273,1200,1340,1124,2.12,0.466,2,0.4236,1097499,1,0.9679399560654137
z896,tile_y1344_x1344,1095,1481,1573,199,137,229,1340,1303,1189,3.38,0.526,2,0.4236,1097499,1,0.8567974101344282
z896,tile_y1344_x1344,1115,1409,1739,219,65,395,1597,1357,1499,3.75,0.241,2,0.4236,1097499,1,1.2943056648308418
z896,tile_y1344_x1344,1115,1421,1437,219,77,93,1406,1405,1500,4.0,0.482,1,0.5548,2152845,1,0.9583209110965357
z896,tile_y1344_x448,1057,1610,921,161,266,473,2107,2767,2069,3.58,0.599,1,0.0799,689807,1,1.0925386996904025
