slab,tile,gz,gy,gx,lz,ly,lx,orig_id,assigned_A,assigned_B,thickness_ratio,confidence,tier,decision
z10080,tile_y1344_x896,10158,1584,951,78,240,55,49,628,666,2.0,0.361,2,SPLIT
z10080,tile_y1344_x896,10160,1647,1011,80,303,115,214,686,550,2.12,0.416,2,SPLIT
z10080,tile_y1344_x896,10173,1584,1370,93,240,474,718,338,692,2.38,0.142,2,SPLIT
z10080,tile_y1344_x896,10176,1662,1320,96,318,424,728,601,795,5.38,0.733,1,SPLIT
z10080,tile_y1344_x896,10178,1721,1190,98,377,294,796,654,762,2.0,0.379,2,SPLIT
z10080,tile_y1344_x896,10179,1493,1009,99,149,113,2192,2164,2229,3.25,0.456,2,SPLIT
z10080,tile_y1344_x896,10183,1450,1109,103,106,213,2207,809,2247,2.62,0.468,2,SPLIT
z10080,tile_y1344_x896,10183,1539,992,103,195,96,761,783,789,2.12,0.286,2,SPLIT
z10080,tile_y1344_x896,10187,1812,939,107,468,43,638,322,941,3.38,0.344,2,SPLIT
z10080,tile_y1344_x896,10188,1428,996,108,84,100,2284,825,2218,2.62,0.198,2,SPLIT
z10080,tile_y1344_x896,10188,1573,1265,108,229,369,1124,471,71,4.38,0.199,1,SPLIT
z10080,tile_y1344_x896,10190,1566,1019,110,222,123,783,62,1007,1.88,0.61,2,SPLIT
z10080,tile_y1344_x896,10191,1626,1052,111,282,156,837,937,592,2.5,0.642,2,SPLIT
z10080,tile_y1344_x896,10195,1793,1254,115,449,358,562,2341,923,1.88,0.614,2,SPLIT
z10080,tile_y1344_x896,10200,1457,1205,120,113,309,957,893,671,2.75,0.25,2,SPLIT
z10080,tile_y1344_x896,10201,1487,1245,121,143,349,1048,1000,765,2.12,0.34,2,SPLIT
z10080,tile_y1344_x896,10202,1427,1045,122,83,149,2269,2337,2312,3.25,0.349,2,SPLIT
z10080,tile_y1344_x896,10203,1568,1009,123,224,113,783,62,1007,4.0,0.103,1,SPLIT
z10080,tile_y1344_x896,10204,1378,997,124,34,101,954,303,868,3.62,0.35,2,SPLIT
z10080,tile_y1344_x896,10204,1586,944,124,242,48,951,913,816,2.38,0.229,2,SPLIT
z10080,tile_y1344_x896,10207,1433,1253,127,89,357,671,984,955,2.25,0.277,2,SPLIT
z10080,tile_y1344_x896,10208,1512,1179,128,168,283,2334,926,899,2.0,0.194,2,SPLIT
z10080,tile_y1344_x896,10214,1548,1234,134,204,338,1032,1118,505,1.88,0.323,2,SPLIT
z10080,tile_y1344_x896,10215,1448,1217,135,104,321,957,2402,986,2.75,0.181,2,SPLIT
z10080,tile_y1344_x896,10215,1618,1337,135,274,441,1154,1150,1065,2.62,0.89,2,SPLIT
z10080,tile_y1344_x896,10216,1422,1036,136,78,140,2385,2337,2312,2.5,0.296,2,SPLIT
z10080,tile_y1344_x896,10216,1463,1110,136,119,214,2388,1071,2437,3.75,0.294,2,SPLIT
z10080,tile_y1344_x896,10216,1813,979,136,469,83,1094,980,1158,1.88,0.217,2,SPLIT
z10080,tile_y1344_x896,10218,1771,1038,138,427,142,2301,2366,1010,1.88,0.166,2,SPLIT
z10080,tile_y1344_x896,10227,1388,1055,147,44,159,1013,1121,2385,2.75,0.233,2,SPLIT
z10080,tile_y1344_x896,10227,1511,1292,147,167,396,826,936,439,3.75,0.13,2,SPLIT
z10080,tile_y1344_x896,10230,1780,1104,150,436,208,2301,2465,2490,2.12,0.205,2,SPLIT
z10080,tile_y1344_x896,10231,1557,1032,151,213,136,783,1168,1221,1.88,0.207,2,SPLIT
z10080,tile_y1344_x896,10233,1731,1103,153,387,207,2490,1243,1064,3.75,0.244,2,SPLIT
z10080,tile_y1344_x896,10233,1814,1367,153,470,471,1177,1011,1018,2.88,0.427,2,SPLIT
z10080,tile_y1344_x896,10234,1545,1236,154,201,340,1032,1164,1123,3.5,0.117,2,SPLIT
z10080,tile_y1344_x896,10236,1564,1373,156,220,477,711,71,1153,1.88,0.369,2,SPLIT
z10080,tile_y1344_x896,10236,1599,1093,156,255,197,1133,1226,1132,3.25,0.291,2,SPLIT
z10080,tile_y1344_x896,10239,1405,1063,159,61,167,2385,1172,1013,2.25,0.212,2,SPLIT
z10080,tile_y1344_x896,10240,1615,1112,160,271,216,1155,937,1201,3.88,0.13,1,SPLIT
z10080,tile_y1344_x896,10243,1462,1142,163,118,246,2439,2516,2430,2.62,0.469,2,SPLIT
z10080,tile_y1344_x896,10243,1556,1114,163,212,218,1149,1226,2363,6.12,0.102,2,SPLIT
z10080,tile_y1344_x896,10244,1483,1266,164,139,370,1206,1100,1246,4.25,0.226,1,SPLIT
z10080,tile_y1344_x896,10245,1819,1037,165,475,141,1224,1263,1170,2.25,0.19,2,SPLIT
z10080,tile_y1344_x896,10246,1423,1271,166,79,375,984,671,1212,3.0,0.351,2,SPLIT
z10080,tile_y1344_x896,10248,1508,1278,168,164,382,1240,1366,936,2.75,0.253,2,SPLIT
z10080,tile_y1344_x896,10254,1466,1310,174,122,414,1318,1285,1353,2.38,0.275,2,SPLIT
z10080,tile_y1344_x896,10260,1487,1162,180,143,266,2572,2661,2423,2.12,0.213,2,SPLIT
z10080,tile_y1344_x896,10268,1558,1282,188,214,386,1374,1375,1124,1.88,0.456,2,SPLIT
z10080,tile_y1344_x896,10270,1452,984,190,108,88,1404,2646,1196,3.12,0.536,2,SPLIT
z10080,tile_y1344_x896,10274,1505,1321,194,161,425,1303,1124,1406,2.12,0.331,2,SPLIT
z10080,tile_y1344_x896,10275,1566,1161,195,222,265,1394,1369,1499,2.25,0.255,2,SPLIT
z10080,tile_y1344_x896,10276,1628,1126,196,284,230,1320,804,1155,2.12,0.113,2,SPLIT
z10080,tile_y1344_x896,10278,1684,1015,198,340,119,1384,1413,1430,3.62,0.25,2,SPLIT
z10080,tile_y1344_x896,10278,1690,1197,198,346,301,1399,1484,1532,2.38,0.107,2,SPLIT
z10080,tile_y1344_x896,10281,1583,1271,201,239,375,1150,1375,1452,3.62,0.141,2,SPLIT
z10080,tile_y1344_x896,10286,1416,1173,206,72,277,2666,2677,2656,4.25,0.46,1,SPLIT
z10080,tile_y1344_x896,10293,1525,939,213,181,43,2736,2686,2639,2.5,0.493,2,SPLIT
z10080,tile_y1344_x896,10297,1463,997,217,119,101,2697,2712,2722,1.88,0.568,2,SPLIT
z10080,tile_y1344_x896,10298,1687,1007,218,343,111,1413,1646,1384,4.25,0.294,1,SPLIT
z10080,tile_y1344_x896,10299,1439,1329,219,95,433,1458,1550,1627,3.25,0.163,2,SPLIT
z10080,tile_y1344_x896,10300,1403,1154,220,59,258,2710,2693,2711,2.62,0.377,2,SPLIT
z10080,tile_y1792_x0,10122,1976,397,42,184,397,71,87,373,4.71,0.251,1,SPLIT
z10080,tile_y1792_x0,10134,2140,440,54,348,440,373,431,342,4.43,0.317,1,SPLIT
z10080,tile_y1792_x0,10174,2135,416,94,343,416,431,385,419,4.43,0.368,1,SPLIT
z10080,tile_y1792_x0,10176,2092,464,96,300,464,431,419,47,4.0,0.572,1,SPLIT
z10080,tile_y1792_x0,10199,2012,408,119,220,408,152,116,157,4.29,0.204,1,SPLIT
z10080,tile_y1792_x0,10271,1869,420,191,77,420,194,205,186,7.0,0.506,1,SPLIT
z10080,tile_y1792_x1344,10129,2182,1645,49,390,301,478,476,250,5.44,0.244,1,SPLIT
z10080,tile_y1792_x1344,10148,2236,1591,68,444,247,354,268,647,3.78,0.356,1,SPLIT
z10080,tile_y1792_x1344,10156,1995,1429,76,203,85,516,777,558,3.44,0.282,1,SPLIT
z10080,tile_y1792_x1344,10163,1899,1445,83,107,101,629,710,760,3.33,0.404,1,SPLIT
z10080,tile_y1792_x1344,10169,2070,1600,89,278,256,2253,2415,2372,3.78,0.483,1,SPLIT
z10080,tile_y1792_x1344,10194,1896,1553,114,104,209,858,658,1045,5.11,0.19,1,SPLIT
z10080,tile_y1792_x1344,10205,2197,1796,125,405,452,160,773,1185,3.67,0.303,1,SPLIT
z10080,tile_y1792_x1344,10241,2208,1397,161,416,53,1026,1378,1306,3.22,0.242,1,SPLIT
z10080,tile_y1792_x1344,10274,2120,1571,194,328,227,3126,1640,2948,4.11,0.372,1,SPLIT
z10080,tile_y1792_x1344,10297,2023,1423,217,231,79,3210,3167,3058,3.22,0.245,1,SPLIT
z10080,tile_y1792_x1792,10116,2034,2115,36,242,323,1885,1839,1908,3.57,0.514,2,SPLIT
z10080,tile_y1792_x1792,10119,1863,2012,39,71,220,9,129,174,3.57,0.325,2,SPLIT
z10080,tile_y1792_x1792,10120,1902,2224,40,110,432,137,248,1837,5.14,0.114,1,SPLIT
z10080,tile_y1792_x1792,10124,1940,2142,44,148,350,1894,1883,154,2.57,0.223,2,SPLIT
z10080,tile_y1792_x1792,10127,1988,1910,47,196,118,74,9,1999,4.71,0.227,1,SPLIT
z10080,tile_y1792_x1792,10128,1859,2100,48,67,308,323,257,245,4.29,0.272,1,SPLIT
z10080,tile_y1792_x1792,10133,1857,2268,53,65,476,4,371,300,3.43,0.152,2,SPLIT
z10080,tile_y1792_x1792,10142,1886,2129,62,94,337,423,428,360,2.14,0.269,2,SPLIT
z10080,tile_y1792_x1792,10143,2021,2171,63,229,379,1971,1946,2012,2.14,0.673,2,SPLIT
z10080,tile_y1792_x1792,10143,2074,1847,63,282,55,1269,476,547,2.57,0.257,2,SPLIT
z10080,tile_y1792_x1792,10144,2094,1827,64,302,35,1269,552,293,4.29,0.118,2,SPLIT
z10080,tile_y1792_x1792,10145,1951,2237,65,159,445,403,535,1790,2.71,0.178,2,SPLIT
z10080,tile_y1792_x1792,10146,1840,1877,66,48,85,229,289,260,3.71,0.305,2,SPLIT
z10080,tile_y1792_x1792,10147,1998,2140,67,206,348,1971,2046,2011,3.0,0.519,2,SPLIT
z10080,tile_y1792_x1792,10151,1891,2156,71,99,364,382,428,534,3.71,0.357,2,SPLIT
z10080,tile_y1792_x1792,10151,2199,1952,71,407,160,459,347,449,5.86,0.305,1,SPLIT
z10080,tile_y1792_x1792,10153,2124,2148,73,332,356,511,443,565,3.43,0.352,2,SPLIT
z10080,tile_y1792_x1792,10154,2020,2113,74,228,321,2040,2061,2090,3.71,0.62,2,SPLIT
z10080,tile_y1792_x1792,10156,1897,2217,76,105,425,137,580,544,2.86,0.29,2,SPLIT
z10080,tile_y1792_x1792,10158,2181,2015,78,389,223,347,622,449,3.14,0.621,2,SPLIT
z10080,tile_y1792_x1792,10159,2033,2120,79,241,328,2090,2061,2070,2.29,0.33,2,SPLIT
z10080,tile_y1792_x1792,10160,1875,1893,80,83,101,507,427,441,2.71,0.282,2,SPLIT
z10080,tile_y1792_x1792,10162,1916,2259,82,124,467,137,564,569,4.14,0.176,2,SPLIT
z10080,tile_y1792_x1792,10167,1991,2098,87,199,306,525,707,436,5.57,0.387,1,SPLIT
z10080,tile_y1792_x1792,10168,1828,1863,88,36,71,1067,229,554,3.86,0.406,2,SPLIT
z10080,tile_y1792_x1792,10168,2032,1894,88,240,102,455,556,608,2.29,0.164,2,SPLIT
z10080,tile_y1792_x1792,10171,1840,2012,91,48,220,9,623,441,6.0,0.23,1,SPLIT
z10080,tile_y1792_x1792,10171,2137,1859,91,345,67,586,659,602,2.43,0.217,2,SPLIT
z10080,tile_y1792_x1792,10172,2197,2024,92,405,232,612,449,611,2.43,0.332,2,SPLIT
z10080,tile_y1792_x1792,10183,2018,1825,103,226,33,2142,2170,2215,3.14,0.41,2,SPLIT
z10080,tile_y1792_x1792,10184,1954,2001,104,162,209,678,455,646,2.29,0.283,2,SPLIT
z10080,tile_y1792_x1792,10186,2090,1969,106,298,177,754,448,1269,2.29,0.474,2,SPLIT
z10080,tile_y1792_x1792,10187,2047,1840,107,255,48,2183,2135,2222,2.43,0.38,2,SPLIT
z10080,tile_y1792_x1792,10191,1826,1832,111,34,40,1067,846,685,3.0,0.377,2,SPLIT
z10080,tile_y1792_x1792,10194,2083,2026,114,291,234,740,849,945,2.14,0.157,2,SPLIT
z10080,tile_y1792_x1792,10197,1884,1922,117,92,130,441,738,953,7.0,0.136,2,SPLIT
z10080,tile_y1792_x1792,10199,1898,1873,119,106,81,746,763,829,4.0,0.127,2,SPLIT
z10080,tile_y1792_x1792,10202,2019,2229,122,227,437,2193,2228,2236,4.29,0.44,2,SPLIT
z10080,tile_y1792_x1792,10202,2224,2031,122,432,239,449,126,766,5.14,0.152,1,SPLIT
z10080,tile_y1792_x1792,10208,2107,2243,128,315,451,2284,2247,2219,3.71,0.424,2,SPLIT
z10080,tile_y1792_x1792,10208,2234,1933,128,442,141,449,819,772,3.86,0.16,2,SPLIT
z10080,tile_y1792_x1792,10215,2155,2217,135,363,425,825,896,2325,4.0,0.452,2,SPLIT
z10080,tile_y1792_x1792,10221,1955,2245,141,163,453,815,918,931,2.43,0.46,2,SPLIT
z10080,tile_y1792_x1792,10221,2208,1932,141,416,140,957,449,998,3.71,0.462,2,SPLIT
z10080,tile_y1792_x1792,10224,2084,2103,144,292,311,974,955,1071,3.71,0.205,2,SPLIT
z10080,tile_y1792_x1792,10226,1890,2082,146,98,290,382,873,1027,2.14,0.294,2,SPLIT
z10080,tile_y1792_x1792,10229,2047,2233,149,255,441,2374,1060,2353,5.71,0.18,1,SPLIT
z10080,tile_y1792_x1792,10229,2186,2044,149,394,252,709,1082,1065,2.14,0.507,2,SPLIT
z10080,tile_y1792_x1792,10233,2024,2154,153,232,362,1088,1098,1071,2.71,0.26,2,SPLIT
z10080,tile_y1792_x1792,10237,2138,2210,157,346,418,825,2325,1032,5.86,0.231,1,SPLIT
z10080,tile_y1792_x1792,10242,2080,2221,162,288,429,1099,1167,1100,3.0,0.307,2,SPLIT
z10080,tile_y1792_x1792,10242,2211,2057,162,419,265,1161,1110,709,3.29,0.168,2,SPLIT
z10080,tile_y1792_x1792,10247,2170,2097,167,378,305,709,1081,1030,2.57,0.237,2,SPLIT
z10080,tile_y1792_x1792,10249,2132,1964,169,340,172,1209,1073,986,3.29,0.276,2,SPLIT
z10080,tile_y1792_x1792,10252,2033,2040,172,241,248,2314,2307,2355,3.71,0.486,2,SPLIT
z10080,tile_y1792_x1792,10254,2110,1837,174,318,45,1269,1101,1283,2.57,0.125,2,SPLIT
z10080,tile_y1792_x1792,10256,2009,2050,176,217,258,1186,1181,1261,2.29,0.267,2,SPLIT
z10080,tile_y1792_x1792,10257,2036,2090,177,244,298,1071,1262,2382,2.43,0.148,2,SPLIT
z10080,tile_y1792_x1792,10263,1955,1954,183,163,162,924,1157,1263,2.43,0.689,2,SPLIT
z10080,tile_y1792_x1792,10270,2074,2005,190,282,213,2447,2456,2391,2.29,0.48,2,SPLIT
z10080,tile_y1792_x1792,10276,2198,2101,196,406,309,1252,1425,1396,2.71,0.178,2,SPLIT
z10080,tile_y1792_x1792,10279,1960,2085,199,168,293,1341,1157,764,2.14,0.249,2,SPLIT
z10080,tile_y1792_x1792,10283,2030,1978,203,238,186,2381,2406,2478,5.43,0.361,2,SPLIT
z10080,tile_y1792_x1792,10292,2063,1829,212,271,37,2465,2492,1272,5.43,0.378,2,SPLIT
z10080,tile_y1792_x1792,10295,1922,2176,215,130,384,1435,1157,1382,2.57,0.357,2,SPLIT
z10080,tile_y1792_x1792,10295,1929,2192,215,137,400,1157,1435,1375,2.29,0.301,2,SPLIT
z10080,tile_y1792_x1792,10296,2065,1884,216,273,92,1355,1365,1269,4.29,0.217,2,SPLIT
z10080,tile_y1792_x1792,10298,2046,1952,218,254,160,2476,2489,2381,2.29,0.405,2,SPLIT
z10080,tile_y1792_x2240,10130,1877,2584,50,85,344,7,178,279,3.56,0.141,1,SPLIT
z10080,tile_y1792_x2240,10130,2064,2549,50,272,309,62,212,118,3.78,0.191,1,SPLIT
z10080,tile_y1792_x2240,10132,1938,2555,52,146,315,166,34,101,5.22,0.179,1,SPLIT
z10080,tile_y1792_x2240,10152,2083,2712,72,291,472,1753,1886,473,3.44,0.486,1,SPLIT
z10080,tile_y1792_x2240,10176,2174,2421,96,382,181,402,428,639,4.0,0.168,1,SPLIT
z10080,tile_y1792_x2240,10190,1959,2544,110,167,304,68,572,586,3.56,0.275,1,SPLIT
z10080,tile_y1792_x2240,10199,1941,2292,119,149,52,456,2043,629,3.78,0.151,1,SPLIT
z10080,tile_y1792_x2240,10247,2036,2305,167,244,65,2259,860,956,4.78,0.11,1,SPLIT
z10080,tile_y1792_x2240,10272,1877,2610,192,85,370,789,1021,1165,3.78,0.344,1,SPLIT
z10080,tile_y1792_x2688,10150,1912,2874,70,120,186,54,136,147,5.33,0.368,1,SPLIT
z10080,tile_y1792_x2688,10222,2175,2765,142,383,77,278,646,249,4.83,0.362,1,SPLIT
z10080,tile_y1792_x2688,10225,1977,2743,145,185,55,253,220,269,4.67,0.285,1,SPLIT
z10080,tile_y1792_x2688,10232,1926,2745,152,134,57,318,246,339,6.5,0.347,1,SPLIT
z10080,tile_y1792_x2688,10292,1883,2850,212,91,162,443,407,512,5.17,0.273,1,SPLIT
z10080,tile_y1792_x2688,10296,1899,2900,216,107,212,370,473,443,5.0,0.384,1,SPLIT
z10080,tile_y1792_x448,10114,1920,625,34,128,177,190,1422,1212,2.14,0.36,2,SPLIT
z10080,tile_y1792_x448,10115,2003,727,35,211,279,1553,186,1070,6.57,0.305,2,SPLIT
z10080,tile_y1792_x448,10118,2251,569,38,459,121,1520,1598,1321,5.57,0.343,1,SPLIT
z10080,tile_y1792_x448,10119,2049,495,39,257,47,192,204,142,3.57,0.256,2,SPLIT
z10080,tile_y1792_x448,10119,2088,861,39,296,413,203,1345,1342,2.71,0.303,2,SPLIT
z10080,tile_y1792_x448,10119,2123,925,39,331,477,1331,33,1250,2.57,0.248,2,SPLIT
z10080,tile_y1792_x448,10119,2127,789,39,335,341,1345,1201,1338,3.71,0.511,2,SPLIT
z10080,tile_y1792_x448,10122,2146,677,42,354,229,244,30,249,2.0,0.376,2,SPLIT
z10080,tile_y1792_x448,10127,2188,558,47,396,110,1520,1351,151,3.71,0.21,2,SPLIT
z10080,tile_y1792_x448,10129,1971,757,49,179,309,1553,1348,1259,3.57,0.132,2,SPLIT
z10080,tile_y1792_x448,10132,1927,636,52,135,188,1422,1311,1553,4.57,0.326,1,SPLIT
z10080,tile_y1792_x448,10133,1961,612,53,169,164,1422,1368,161,3.71,0.113,2,SPLIT
z10080,tile_y1792_x448,10133,2095,916,53,303,468,1343,210,1404,2.57,0.279,2,SPLIT
z10080,tile_y1792_x448,10134,2042,561,54,250,113,261,267,257,3.29,0.262,2,SPLIT
z10080,tile_y1792_x448,10134,2060,623,54,268,175,242,247,93,2.71,0.253,2,SPLIT
z10080,tile_y1792_x448,10138,1962,704,58,170,256,1553,108,1444,3.71,0.253,2,SPLIT
z10080,tile_y1792_x448,10144,2088,918,64,296,470,1404,1343,1402,3.71,0.38,2,SPLIT
z10080,tile_y1792_x448,10148,2147,507,68,355,59,344,116,1520,2.57,0.578,2,SPLIT
z10080,tile_y1792_x448,10150,2081,883,70,289,435,1457,1402,1553,2.14,0.437,2,SPLIT
z10080,tile_y1792_x448,10152,1921,607,72,129,159,341,1400,348,4.0,0.117,2,SPLIT
z10080,tile_y1792_x448,10153,2090,847,73,298,399,1553,1402,1476,3.43,0.385,2,SPLIT
z10080,tile_y1792_x448,10154,1972,684,74,180,236,1414,1553,1423,3.71,0.557,2,SPLIT
z10080,tile_y1792_x448,10158,1861,792,78,69,344,347,332,326,2.71,0.178,2,SPLIT
z10080,tile_y1792_x448,10162,1832,621,82,40,173,378,1659,365,2.43,0.436,2,SPLIT
z10080,tile_y1792_x448,10171,1877,667,91,85,219,1659,1657,1604,2.43,0.441,2,SPLIT
z10080,tile_y1792_x448,10178,1910,735,98,118,287,1659,440,1621,4.14,0.248,2,SPLIT
z10080,tile_y1792_x448,10179,1853,783,99,61,335,332,410,364,2.57,0.478,2,SPLIT
z10080,tile_y1792_x448,10191,1978,796,111,186,348,486,1682,518,2.14,0.231,2,SPLIT
z10080,tile_y1792_x448,10194,1931,749,114,139,301,451,518,1659,4.57,0.356,2,SPLIT
z10080,tile_y1792_x448,10196,2079,859,116,287,411,521,2172,425,2.14,0.591,2,SPLIT
z10080,tile_y1792_x448,10198,2078,884,118,286,436,2172,521,1649,2.14,0.36,2,SPLIT
z10080,tile_y1792_x448,10198,2231,851,118,439,403,454,459,360,2.29,0.624,2,SPLIT
z10080,tile_y1792_x448,10199,1942,774,119,150,326,518,451,461,2.14,0.279,2,SPLIT
z10080,tile_y1792_x448,10202,2045,835,122,253,387,1649,1610,2172,2.71,0.392,2,SPLIT
z10080,tile_y1792_x448,10210,2072,914,130,280,466,1745,2172,530,2.14,0.311,2,SPLIT
z10080,tile_y1792_x448,10224,1962,898,144,170,450,1829,1775,1761,3.86,0.384,2,SPLIT
z10080,tile_y1792_x448,10233,1855,600,153,63,152,1816,1977,547,3.71,0.508,2,SPLIT
z10080,tile_y1792_x448,10234,1935,924,154,143,476,1924,1910,1999,3.29,0.345,2,SPLIT
z10080,tile_y1792_x448,10235,2096,887,155,304,439,2172,1875,646,3.0,0.129,2,SPLIT
z10080,tile_y1792_x448,10236,1948,496,156,156,48,299,508,552,2.57,0.649,2,SPLIT
z10080,tile_y1792_x448,10237,2193,925,157,401,477,622,2278,570,2.29,0.43,2,SPLIT
z10080,tile_y1792_x448,10240,1969,921,160,177,473,1931,2000,1968,4.43,0.442,1,SPLIT
z10080,tile_y1792_x448,10254,1952,900,174,160,452,2025,1945,2121,2.14,0.191,2,SPLIT
z10080,tile_y1792_x448,10258,1835,525,178,43,77,2062,2143,2250,3.14,0.436,2,SPLIT
z10080,tile_y1792_x448,10260,2043,835,180,251,387,2077,2089,2070,2.14,0.487,2,SPLIT
z10080,tile_y1792_x448,10267,2163,917,187,371,469,759,2394,2230,2.43,0.345,2,SPLIT
z10080,tile_y1792_x448,10269,1881,827,189,89,379,782,771,756,3.71,0.339,2,SPLIT
z10080,tile_y1792_x448,10269,1897,571,189,105,123,2274,2237,2210,3.0,0.375,2,SPLIT
z10080,tile_y1792_x448,10270,1944,864,190,152,416,2109,2120,793,4.0,0.333,2,SPLIT
z10080,tile_y1792_x448,10272,2169,841,192,377,393,2223,2142,2257,2.57,0.608,2,SPLIT
z10080,tile_y1792_x448,10280,2188,747,200,396,299,790,769,766,4.43,0.684,2,SPLIT
z10080,tile_y1792_x448,10281,2011,799,201,219,351,2329,2136,2229,3.14,0.394,2,SPLIT
z10080,tile_y1792_x448,10281,2138,805,201,346,357,2394,2471,2424,6.0,0.278,2,SPLIT
z10080,tile_y1792_x448,10281,2150,853,201,358,405,2272,2188,2322,5.0,0.461,2,SPLIT
z10080,tile_y1792_x448,10282,1981,823,202,189,375,2214,2372,2172,2.14,0.182,2,SPLIT
z10080,tile_y1792_x448,10282,2010,844,202,218,396,2172,2205,2433,3.71,0.498,2,SPLIT
z10080,tile_y1792_x448,10282,2271,902,202,479,454,2177,2324,2387,3.71,0.602,2,SPLIT
z10080,tile_y1792_x448,10283,2037,864,203,245,416,2337,2278,2348,3.29,0.498,2,SPLIT
z10080,tile_y1792_x448,10284,1887,557,204,95,109,2210,2345,2274,2.43,0.405,2,SPLIT
z10080,tile_y1792_x448,10288,2057,889,208,265,441,2350,2310,2278,2.14,0.215,2,SPLIT
z10080,tile_y1792_x448,10292,1871,893,212,79,445,2344,2398,2285,3.71,0.407,2,SPLIT
z10080,tile_y1792_x448,10292,1967,893,212,175,445,2371,2408,2478,3.29,0.679,2,SPLIT
z10080,tile_y1792_x448,10295,1926,820,215,134,372,364,756,2838,3.57,0.359,2,SPLIT
z10080,tile_y1792_x448,10299,1842,747,219,50,299,364,809,820,3.71,0.146,2,SPLIT
z10080,tile_y1792_x448,10301,2170,839,221,378,391,2620,734,2449,3.0,0.208,2,SPLIT
z10080,tile_y1792_x896,10163,2253,1299,83,461,403,393,441,370,4.33,0.436,1,SPLIT
z10080,tile_y1792_x896,10192,1848,1105,112,56,209,2121,2179,2099,3.89,0.615,1,SPLIT
z10080,tile_y1792_x896,10217,1854,934,137,62,38,2334,2246,2297,3.44,0.543,1,SPLIT
z10080,tile_y1792_x896,10234,1894,1073,154,102,177,757,975,611,3.89,0.142,1,SPLIT
z10080,tile_y1792_x896,10270,2154,1209,190,362,313,907,2711,1220,5.44,0.22,1,SPLIT
z10080,tile_y1792_x896,10299,2095,1138,219,303,242,1258,1253,1145,3.89,0.286,1,SPLIT
z10080,tile_y2240_x1344,10118,2374,1793,38,134,449,1415,1466,1398,3.2,0.49,1,SPLIT
z10080,tile_y2240_x1344,10123,2300,1633,43,60,289,153,112,98,3.6,0.181,1,SPLIT
z10080,tile_y2240_x1344,10140,2296,1452,60,56,108,270,1669,277,3.2,0.464,1,SPLIT
z10080,tile_y2240_x1344,10142,2553,1395,62,313,51,2008,1797,1582,3.6,0.232,1,SPLIT
z10080,tile_y2240_x1344,10156,2381,1707,76,141,363,1773,1622,1890,3.2,0.266,1,SPLIT
z10080,tile_y2240_x1344,10160,2526,1579,80,286,235,1745,1809,1943,3.2,0.377,1,SPLIT
z10080,tile_y2240_x1344,10181,2361,1683,101,121,339,1983,2040,1812,3.1,0.481,1,SPLIT
z10080,tile_y2240_x1344,10197,2546,1481,117,306,137,552,579,634,3.1,0.178,1,SPLIT
z10080,tile_y2240_x1344,10275,2332,1376,195,92,32,2940,2764,2708,3.0,0.36,1,SPLIT
z10080,tile_y2240_x1344,10280,2481,1808,200,241,464,2834,2889,2728,3.0,0.386,1,SPLIT
z10080,tile_y2240_x1344,10286,2319,1391,206,79,47,2940,2716,2985,2.9,0.232,1,SPLIT
z10080,tile_y2240_x1344,10286,2415,1649,206,175,305,2845,2749,2792,3.0,0.275,1,SPLIT
z10080,tile_y2240_x1792,10138,2441,1850,58,201,58,1201,1073,1237,3.33,0.407,1,SPLIT
z10080,tile_y2240_x1792,10161,2409,2171,81,169,379,1411,1278,1358,5.33,0.322,1,SPLIT
z10080,tile_y2240_x1792,10186,2391,1986,106,151,194,1344,1357,1456,3.89,0.257,1,SPLIT
z10080,tile_y2240_x1792,10191,2476,1959,111,236,167,1510,1237,1628,3.44,0.278,1,SPLIT
z10080,tile_y2240_x1792,10215,2292,1859,135,52,67,508,531,546,4.78,0.128,1,SPLIT
z10080,tile_y2240_x1792,10251,2410,2045,171,170,253,2001,2153,1958,4.44,0.301,1,SPLIT
z10080,tile_y2240_x1792,10261,2517,2002,181,277,210,2167,1964,2166,3.22,0.43,1,SPLIT
z10080,tile_y2240_x1792,10269,2471,1849,189,231,57,2229,2021,2395,4.33,0.309,1,SPLIT
z10080,tile_y2240_x1792,10273,2470,2098,193,230,306,2068,2225,2283,3.33,0.54,1,SPLIT
z10080,tile_y2240_x1792,10284,2499,1939,204,259,147,2395,811,2198,3.44,0.162,1,SPLIT
z10080,tile_y2240_x2240,10112,2310,2517,32,70,277,135,65,85,3.67,0.243,1,SPLIT
z10080,tile_y2240_x2240,10114,2339,2670,34,99,430,47,92,162,4.56,0.261,1,SPLIT
z10080,tile_y2240_x2240,10145,2469,2382,65,229,142,753,783,731,3.56,0.348,1,SPLIT
z10080,tile_y2240_x2240,10199,2438,2369,119,198,129,858,856,828,5.22,0.373,1,SPLIT
z10080,tile_y2240_x2240,10218,2321,2604,138,81,364,247,360,941,3.56,0.22,1,SPLIT
z10080,tile_y2240_x2240,10234,2326,2377,154,86,137,415,447,465,4.22,0.226,1,SPLIT
z10080,tile_y2240_x2240,10240,2412,2519,160,172,279,995,1076,1074,5.44,0.375,1,SPLIT
z10080,tile_y2240_x2240,10248,2356,2651,168,116,411,1057,1118,941,3.56,0.28,1,SPLIT
z10080,tile_y2240_x2240,10254,2322,2414,174,82,174,135,372,483,3.33,0.324,1,SPLIT
